id,plot_summary,num_episodes,title
22565,"Kaede Honjō is invited by her friend Risa Shiramine to play a virtual reality MMO game with her. While Kaede doesn't dislike games, what she really, truly dislikes is being in pain. She creates a character named Maple, and decides to put all her points in VIT to minimize pain. As a result, she moves slowly, can't use magic, and even a rabbit can get the best of her. But as it turns out, she acquires a skill known as ""Absolute Defense"" as a result of her pumping points into VIT, as well as a ""Counter Skill"" that works against special moves. Now, with her ability to nullify all damage, she goes on adventures. <em class=de-emphasized>(from manga 2)</em>",,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense."
22562,"Caiman is a person who has lost all of his memories after being transformed into a lizard-headed man by a sorcerer. Living in a grim urban region called Hole, he now hunts magic users in search of the one responsible for his metamorphosis in an attempt to recover his past and his face. Extremely strong and immune to magic, he has the help of his best friend, Nikaido. She is an agile fighter who runs a small restaurant at Hole. Their continuous slaughter of magicians calls the attention of a powerful sorcerer named En. He has his two best hitman, Shin and Noi, target the lizard-man and his ally. As Caiman delves deep into the search for his former identity, he starts acquiring odd clues that lead him into the bizarre magic world. <em class=de-emphasized>(from manga)</em>",,Dorohedoro
22561,"Midori, Tsubame, and Sayaka are an energetic trio of first-year high school girls who come together in the Eizouken (Video Research Club) to turn their anime dreams into a reality. Midori is nervous to create an anime alone. She meets Tsubame who appears to be a well-to-do girl but she really has artistic dreams of being an animator. Midori's best friend Sayaka has the financial sense to bring the project to fruition and joins the pair on their quest. <em class=de-emphasized>(from manga)</em>",,Keep Your Hands Off Eizouken!
22558,"After a certain mishap, the brilliant but socially inept engineer Appare Sorano and the shrewd but cowardly samurai Kosame Isshiki find themselves drifting on a boat from Japan to America. Broke, the two decide to compete in the Trans-America Wild Race to win the prize and return to Japan. The two battle crazy rivals, outlaws, and the great outdoors itself as they race through the wild West from the starting line in Los Angeles to the finish line in New York — in the steam-powered car they built.",13,Appare-Ranman!
22555,"Despite their appetite for destruction, even demon kings tire of all the blood and chaos sometimes. When Anoth reincarnates in the hopes of a more peaceful life, he ends up going to school with his descendants in his old castle 2,000 years later. But with magic on its last legs in this era, no one is able to assess Anoth's true power. <em class=de-emphasized>(from manga)</em>",,Misfit of Demon King Academy
22552,"Miyuki Shiba’s classmate Kitayama Shizuku is on her way to study abroad. For magicians, this is normally impossible, since allowing the genes of someone who can use magic outside their home country’s borders is tantamount to giving up national secrets. But it’s allowed to happen in one case—exchange programs. nd that’s how Angelina Kudou Shields, known as Lina, has arrived in Japan from the USNA to study at First High. Around the time Lina arrived in Japan, magicians began getting attacked by a mysterious being who leaves his victims drained of blood.",13,Irregular at Magic High School: Visitor Arc
22551,"The stage is Sapporo, Hokkaido. One night, Minare Koda, spills her heartbroken woes to a radio station worker she meets while out drinking. The next day, she hears a recording of her pitiful grumbling being played live over the air. Minare storms into the station in a rage, only to then be duped by the station director into doing an impromptu talk show explaining her harsh dialogue. With just one recording, the many eccentric facets of Minare's life begin to pull every which direction as she falls ever deeper into the world of radio. <em class=de-emphasized>(from manga)</em>",12,"Wave, Listen to Me!"
22545,"Hestia Familia faces an unparalleled crisis when Bell encounters an injured vouivre (dragon-type monster girl) in the Dungeon. . . one who can talk. His decision to protect the girl, who will come to be called Weine, upends everything he and his familia thought they understood about monsters and threatens to put them at odds with Orario as a whole. But Weine is just part of greater schemes concerning talking monsters, schemes which Hestia Familia will soon find themselves at the heart of.",12,Is It Wrong to Try to Pick Up Girls in a Dungeon? III
22530,"Seri Koyuki is a high school student who tries to avoid strange people because he knows he will just end up being the the straight man to their antics. Enter Kabuto Hanadori, Koyuki's classmate who has chūnibyō (second-year middle school syndrome) and claims his eyepatch seals his god of destruction alter ego. Everything about Hanadori exudes the need for a straight man to keep him in check, and sure enough Koyuki is drawn in. <em class=de-emphasized>(from manga)</em>",,Destructive God Sits Next to Me
22528,"The warlord Oda Nobunaga perishes at Honnōji as in history, and reincarnates in modern-day Japan as a dog named Cinnamon. Other Warring States era warlords such as Takeda Shingen eventually join him, also as dogs. <em class=de-emphasized>(from manga)</em>",12,Oda Cinnamon Nobunaga
