0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176
"{'role': 'Gin Dōjima', 'name': 'Takehito Koyasu'}","{'role': 'Jun Shiomi', 'name': 'Mikako Takahashi'}","{'role': 'Etsuya Eizan', 'name': 'Tomokazu Sugita'}","{'role': 'Leonora Nakiri', 'name': 'Sayaka Ohara'}","{'role': 'Senzaemon Nakiri', 'name': 'Banjou Ginga'}","{'role': 'Fumio Daimidō', 'name': 'Mari Yokoo'}","{'role': 'Hinako Inui', 'name': 'Mamiko Noto'}","{'role': 'Kakinoshin Ōizumi', 'name': 'Mitsuru Ogata'}","{'role': 'Satoshi Isshiki', 'name': 'Takahiro Sakurai'}","{'role': 'Jōichirō Yukihira', 'name': 'Rikiya Koyama'}","{'role': 'Kōjirō Shinomiya', 'name': 'Yūichi Nakamura'}","{'role': 'Nao Sadatsuka', 'name': 'Saori Goto'}","{'role': 'Subaru Mimasaka', 'name': 'Hiroki Yasumoto'}","{'role': 'Seishū Saotome', 'name': 'Masayuki Katou'}","{'role': 'Akira Hayama', 'name': 'Junichi Suwabe'}","{'role': 'Isami Aldini', 'name': 'Yūki Ono'}","{'role': 'Ryō Kurokiba', 'name': 'Nobuhiko Okamoto'}","{'role': 'Shōji Satō', 'name': 'Kengo Kawanishi'}","{'role': 'Urara Kawashima', 'name': 'Rina Hidaka'}","{'role': 'Shun Ibusaki', 'name': 'Taishi Murata'}","{'role': 'Alice Nakiri', 'name': 'Chinatsu Akasaki'}","{'role': 'Ryōko Sakaki', 'name': 'Ai Kayano'}","{'role': 'Sōma Yukihira', 'name': 'Yoshitsugu Matsuoka'}","{'role': 'Yūki Yoshino', 'name': 'Maaya Uchida'}","{'role': 'Miyoko Hōjō', 'name': 'Asami Seto'}","{'role': 'Ikumi Mito', 'name': 'Shizuka Ishigami'}","{'role': 'Takumi Aldini', 'name': 'Natsuki Hanae'}","{'role': 'Erina Nakiri', 'name': 'Risa Taneda'}","{'role': 'Mayumi Kurase', 'name': 'Ai Kakuma'}","{'role': 'Megumi Tadokoro', 'name': 'Minami Takahashi'}","{'role': 'Hisako Arato', 'name': 'Saori Ōnishi'}","{'role': 'Mitsuru Soutsuda', 'name': 'Daiki Yamashita'}","{'role': 'Daigo Aoki', 'name': 'Junichi Yanagita'}","{'role': 'Zenji Marui', 'name': 'Yūsuke Kobayashi'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Doctor Gara', 'name': 'Souichiro Hoshi'}","{'role': 'Azi Dahaka', 'name': 'Kinryu Arimoto'}","{'role': 'Abygale', 'name': 'Takaya Kuroda'}","{'role': 'Kyōya Gaen', 'name': 'Satoshi Hino'}","{'role': 'Jackknife Dragon', 'name': 'Hiroki Yasumoto'}","{'role': 'Ozone B', 'name': 'Shintarou Oohata'}","{'role': 'Noboru Shogudo', 'name': 'Izumi Kitta'}","{'role': 'Paruko Nanana', 'name': 'Sora Tokui'}","{'role': 'Kuguru Uki', 'name': 'Mikoi Sasaki'}","{'role': 'Baku Ōmori', 'name': 'Shūta Morishima'}","{'role': 'Tasuku Ryūenji', 'name': 'Sōma Saitō'}","{'role': 'Gaito Kurōzu', 'name': 'Shōta Aoi'}","{'role': 'Gaō Mikado', 'name': 'Marie Mizuno'}","{'role': 'Bal', 'name': 'Tomo Muranaka'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Narration', 'name': 'Kouichi Yamadera'}","{'role': 'Oda Nobunaga', 'name': 'Yuu Kobayashi'}","{'role': 'Tokugawa Ieyasu', 'name': 'Yuu Kobayashi'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Masaki Kimura', 'name': 'Ryotaro Okiayu'}","{'role': 'Sosuke Banba', 'name': 'Tomokazu Sugita'}","{'role': 'Jouji Honma', 'name': 'Subaru Kimura'}","{'role': 'Nagi Yaguru', 'name': 'Satomi Satou'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Hikaru Moroboshi', 'name': 'Daisuke Hirakawa'}","{'role': 'Anna Tachibana', 'name': 'Akemi Kanda'}","{'role': 'Tsubasa Kisaragi', 'name': 'Sumire Morohoshi'}","{'role': 'Elza Forte', 'name': 'Yōko Hikasa'}","{'role': 'Koharu Nanakura', 'name': 'Megumi Yamaguchi'}","{'role': 'Aria Futaba', 'name': 'Kaori Maeda'}","{'role': 'Hime Shiratori', 'name': 'Minami Tsuda'}","{'role': 'Yozora Kasumi', 'name': 'Ayaka Ohashi'}","{'role': 'Rei Kizaki', 'name': 'Natsumi Fujiwara'}","{'role': 'Yuzu Nikaidō', 'name': 'Azusa Tadokoro'}","{'role': 'Laura Sakuraba', 'name': 'Ayaka Asai'}","{'role': 'Yume Nijino', 'name': 'Miyu Tomita'}","{'role': 'Kirara Hanazono', 'name': 'Nako Eguchi'}","{'role': 'Ako Saotome', 'name': 'Natsumi Murakami'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Bright Noa', 'name': 'Ken Narita'}","{'role': 'Mihiro Oiwakken', 'name': 'Megumi Toyoguchi'}","{'role': 'Full Frontal', 'name': 'Shuuichi Ikeda'}","{'role': 'Liam Borrinea', 'name': 'Misa Watanabe'}","{'role': 'Riddhe Marcenas', 'name': 'Daisuke Namikawa'}","{'role': 'Alberto Vist', 'name': 'Wataru Takagi'}","{'role': 'Syam Vist', 'name': 'Ichirō Nagai'}","{'role': 'Otto Mitas', 'name': 'Naoya Uchida'}","{'role': 'Ronan Marcenas', 'name': 'Shinji Ogawa'}","{'role': 'Takuya Irei', 'name': 'Hiro Shimono'}","{'role': 'Flaste Schole', 'name': 'Rikiya Koyama'}","{'role': 'Haro', 'name': 'Ryou Hirohashi'}","{'role': 'Ple Twelve / Marida Cruz', 'name': 'Yuko Kaida'}","{'role': 'Conroy Haagensen', 'name': 'Kenta Miyake'}","{'role': 'Nigel Garrett', 'name': 'Yūichi Nakamura'}","{'role': 'Gael Chan', 'name': 'Yutaka Aoyama'}","{'role': 'Daguza Mackle', 'name': 'Hiroki Touchi'}","{'role': 'Daryl McGuinness', 'name': 'Anri Katsu'}","{'role': 'Angelo Sauper', 'name': 'Tetsuya Kakihara'}","{'role': 'Watts Stepny', 'name': 'Hiroki Yasumoto'}","{'role': 'Mineva Lao Zabi / Audrey Burne', 'name': 'Ayumi Fujimura'}","{'role': 'Banagher Links', 'name': 'Kouki Uchiyama'}","{'role': 'Sarcel', 'name': 'Takeshi Maruyama'}","{'role': 'Suberoa Zinnerman', 'name': 'Hideaki Tezuka'}","{'role': 'Micott Bartsch', 'name': 'Haruka Tomatsu'}","{'role': 'Martha Vist Carbine', 'name': 'Tomoko Shiota'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Taiyo Asukawa', 'name': 'Houko Kuwashima'}","{'role': 'Shoma Shinonome', 'name': 'Akira Ishida'}","{'role': 'Shindo Live', 'name': 'Fumihiko Tachiki'}","{'role': 'Jaime Alcaraz', 'name': 'Daisuke Kishio'}","{'role': 'Ryuzu Myoujin', 'name': 'Shūichi Ikeda'}","{'role': 'Hiroki Moriyama', 'name': 'Sachiko Kojima'}","{'role': 'Kōji Ibuki', 'name': 'Mamoru Miyano'}","{'role': 'Katsuragi Kamui', 'name': 'Shizuka Ishikawa'}","{'role': 'Luna Yumizuki', 'name': 'Haruka Kudou'}","{'role': 'Sousuke Wakamizu', 'name': 'Shinya Hamazoe'}","{'role': 'Tsuneto Tado', 'name': 'Lion Kako'}","{'role': 'Tokoha Anjō', 'name': 'Emi Nitta'}","{'role': 'Shion Kiba', 'name': 'Junya Enoki'}","{'role': 'Christopher Rowe', 'name': 'Hiroyuki Kagura'}","{'role': 'Satoru Enishi', 'name': 'Yoshiaki Hasegawa'}","{'role': 'Mamoru Anjo', 'name': 'Junichi Yanagita'}","{'role': 'Cal Yamaji', 'name': 'Kotomi Otsuka'}","{'role': 'Chrono Shindō', 'name': 'Mark Ishii'}","{'role': 'Kei Nagara', 'name': 'Shintarō Tanaka'}","{'role': 'Chōno', 'name': 'Aimi'}","{'role': 'Myojin Lewes', 'name': 'Kokoa Ishii'}","{'role': 'Ryuzu Myojin', 'name': 'Kokoa Ishii'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Kaguya', 'name': 'Izumi Kitta'}","{'role': 'Ibaraki-dōji', 'name': 'Suzuko Mimori'}","{'role': 'Yoshitsune', 'name': 'Eriko Matsui'}","{'role': 'Shizuka Gozen', 'name': 'Aina Suzuki'}","{'role': 'Amaterasu', 'name': 'Natsuko Hara'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Naho Takamiya', 'name': 'Kana Hanazawa'}","{'role': 'Saku Hagita', 'name': 'Kazuyuki Okitsu'}","{'role': 'Azusa Murasaka', 'name': 'Natsumi Takamori'}","{'role': 'Rio Ueda', 'name': 'Ayane Sakura'}","{'role': 'Kakeru Naruse', 'name': 'Seiichirō Yamashita'}","{'role': 'Hiroto Suwa', 'name': 'Makoto Furukawa'}","{'role': 'Takako Chino', 'name': 'Rika Kinugawa'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Tatsumi', 'name': 'Jun Fukuyama'}","{'role': 'General Inui', 'name': 'Tomokazu Sugita'}","{'role': 'Toshio Mogami', 'name': 'Tomokazu Sugita'}","{'role': 'Wabii', 'name': 'Yasuhiko Kawazu'}","{'role': 'Red Knight Kabuto', 'name': 'Tetsu Inada'}","{'role': 'Sabii', 'name': 'Riki Kitazawa'}","{'role': 'Kazuya Taiga', 'name': 'Yuki Kodaira'}","{'role': 'Sandrat', 'name': 'Junichi Suwabe'}","{'role': 'Kengō', 'name': 'Koji Yusa'}","{'role': 'Shaushau', 'name': 'Kei Shindou'}","{'role': 'Shishi', 'name': 'Kei Shindou'}","{'role': 'Yoku Albatrosa', 'name': 'Mutsumi Tamura'}","{'role': 'Kiki Beresia', 'name': 'Ayane Sakura'}","{'role': 'Mei Merrihada', 'name': 'Kotori Koiwai'}","{'role': 'Eto Etoshinmori VIII', 'name': 'Sawako Hata'}","{'role': 'Kinoto', 'name': 'Nichika Omori'}","{'role': 'Kento Mogami', 'name': 'Misaki Watada'}","{'role': 'Mofomofu', 'name': 'Misaki Watada'}","{'role': 'Shunta Mogami', 'name': 'Makoto Koichi'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Lunarre', 'name': 'Takehito Koyasu'}","{'role': ""Velvet's brother"", 'name': 'Rie Kugimiya'}","{'role': 'Artorius Collbrande', 'name': 'Kenyuu Horiuchi'}","{'role': 'Maltran', 'name': 'Mami Koyama'}","{'role': 'Rokurou Rangetsu', 'name': 'Daisuke Kishio'}","{'role': 'Edna', 'name': 'Misato Fukuen'}","{'role': 'Heldalf', 'name': 'Takayuki Sugo'}","{'role': 'Sorey', 'name': 'Ryohei Kimura'}","{'role': 'Lailah', 'name': 'Noriko Shitaya'}","{'role': 'Bartlow', 'name': 'Yutaka Nakano'}","{'role': 'Dezel', 'name': 'Daisuke Ono'}","{'role': 'Velvet Crowe', 'name': 'Rina Satou'}","{'role': 'Seres', 'name': 'Satomi Arai'}","{'role': 'Symonne', 'name': 'Hiromi Igarashi'}","{'role': 'Zaveid', 'name': 'Kenjiro Tsuda'}","{'role': 'Oscar Dragonia', 'name': 'Tomoaki Maeno'}","{'role': 'Magilou', 'name': 'Satomi Satou'}","{'role': 'Rose', 'name': 'Mikako Komatsu'}","{'role': 'Alisha Diphda', 'name': 'Ai Kayano'}","{'role': 'Mikleo', 'name': 'Ryota Ohsaka'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Musashi Goda', 'name': 'Toshihiko Seki'}","{'role': 'Ekubo', 'name': 'Akio Ohtsuka'}","{'role': 'Ritsu Kageyama', 'name': 'Miyu Irino'}","{'role': 'Arataka Reigen', 'name': 'Takahiro Sakurai'}","{'role': 'Ichi Mezato', 'name': 'Ayumi Fujimura'}","{'role': 'Sakurai', 'name': 'Yoshimasa Hosoya'}","{'role': 'Tenga Onigawara', 'name': 'Yoshimasa Hosoya'}","{'role': 'Ishiguro', 'name': 'Rumi Okubo'}","{'role': 'Teruki Hanazawa', 'name': 'Yoshitsugu Matsuoka'}","{'role': 'Gou Asahi', 'name': 'Yūsuke Kuwahata'}","{'role': 'Tome Kurata', 'name': 'Atsumi Tanezaki'}","{'role': 'Daichi Shiratori', 'name': 'Hiroyuki Kagura'}","{'role': 'Kaito Shiratori', 'name': 'Hiroyuki Kagura'}","{'role': 'Rei Kurosaki', 'name': 'Sanae Fuku'}","{'role': 'Tsubomi', 'name': 'Uki Satake'}","{'role': 'Shigeo ""Mob"" Kageyama', 'name': 'Setsuo Ito'}","{'role': 'Takeshi Hoshino', 'name': 'Kōhei Amasaki'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Haruitsuki Abeno', 'name': 'Tomoaki Maeno'}","{'role': 'Hanae Ashiya', 'name': 'Yuuki Kaji'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Shunsuke Fujiyama', 'name': 'Jun Fukuyama'}","{'role': 'Rinko Ōishi', 'name': 'Mai Nakahara'}","{'role': 'Mai Tanaka', 'name': 'Yuko Minaguchi'}","{'role': ""Sōta's mother"", 'name': 'Kikuko Inoue'}","{'role': 'Shinobu Nakajima', 'name': 'Tomokazu Sugita'}","{'role': ""Sōta's father"", 'name': 'Hiroshi Naka'}","{'role': 'Manabu Saeki', 'name': 'Kousuke Toriumi'}","{'role': 'Fumi Yoshioka', 'name': 'Kujira'}","{'role': ""Nakajima's mother"", 'name': 'Akiko Kimura'}","{'role': 'Gaogao-chan', 'name': 'Takaya Kuroda'}","{'role': 'Gorō Hamada', 'name': 'Takaya Kuroda'}","{'role': 'Sōta Tawara', 'name': 'Yūichi Nakamura'}","{'role': 'Kaeru/Frog', 'name': 'Yū Kobayashi'}","{'role': 'Hiroshi Nagatsuma', 'name': 'Shinnosuke Tachibana'}","{'role': 'Mimi', 'name': 'Yui Makino'}","{'role': 'Yukie Saeki', 'name': 'Yu Shimamura'}","{'role': 'Sae Fujiyama', 'name': 'Kana Hanazawa'}","{'role': 'Momo', 'name': 'Shiho Kokido'}","{'role': 'Poco', 'name': 'Shiho Kokido'}","{'role': 'Nozomi Tanaka', 'name': 'Kaede Hondo'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Keiji', 'name': 'Mitsuo Iwata'}","{'role': 'Midori', 'name': 'Mayumi Shintani'}","{'role': 'Blackholian', 'name': 'Nobuyuki Hiyama'}","{'role': 'Chief Director Overjustice', 'name': 'Tetsu Inada'}","{'role': 'Lalaco Godspeed', 'name': 'Youko Honna'}","{'role': 'ΑΩ Nova', 'name': 'Junya Enoki'}","{'role': 'Luluco', 'name': 'M.A.O'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Valkana', 'name': 'Tatsuhisa Suzuki'}","{'role': 'Maimai', 'name': 'Ayaka Shimizu'}","{'role': 'Lion', 'name': 'Hiromi Igarashi'}","{'role': 'Nanko', 'name': 'Konomi Tada'}","{'role': 'Lovepon', 'name': 'Ai Kakuma'}","{'role': 'Yura Mikage', 'name': 'Yoshiaki Hasegawa'}","{'role': 'Masaki', 'name': 'Yuka Aisaka'}","{'role': 'Mitsumune', 'name': 'Kōdai Sakai'}","{'role': 'Hayato', 'name': 'Taku Yashiro'}","{'role': 'Jack', 'name': 'Kosuke Miyoshi'}","{'role': 'Koharun', 'name': 'Kaoru Sakura'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Ayumu Tsutsumu', 'name': 'Tetsuya Kakihara'}","{'role': 'Marin Ogura', 'name': 'Mayuki Makiguchi'}","{'role': 'Kokoa Hamana', 'name': 'Sayuri Hara'}","{'role': 'Tomoya', 'name': 'Taishi Murata'}","{'role': 'Yūto Takao', 'name': 'Sōma Saitō'}","{'role': 'Hanabi Ayase', 'name': 'Ai Kakuma'}","{'role': 'Eikō', 'name': 'Takumi Watanabe'}","{'role': 'Yui Aoi', 'name': 'Juri Kimura'}","{'role': 'Kazuma Hiyama', 'name': 'Shun Horie'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': ""Ashibe's Dad"", 'name': 'Kenjiro Tsuda'}","{'role': 'Tendō-sensei', 'name': 'Koji Yusa'}","{'role': ""Ashibe's Mom"", 'name': 'Chinatsu Akasaki'}","{'role': 'Yūma-kun', 'name': 'Ayane Sakura'}","{'role': 'Goma-chan', 'name': 'Nao Tōyama'}","{'role': 'Ashibe', 'name': 'Rie Kawamura'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Zelshione', 'name': 'Yuu Asakawa'}","{'role': 'Aldea', 'name': 'Natsumi Yamada'}","{'role': 'Kei Shikina', 'name': 'Iori Nomizu'}","{'role': 'Kizuna Hida', 'name': 'Kenji Akabane'}","{'role': 'Gravel', 'name': 'Rumi Okubo'}","{'role': 'Yurishia Farandole', 'name': 'Chinatsu Akasaki'}","{'role': 'Hayuru Himekawa', 'name': 'Juri Nagatsuma'}","{'role': 'Scarlet Fairchild', 'name': 'Shizuka Ishigami'}","{'role': 'Aine Chidorigafuchi', 'name': 'Akari Kageyama'}","{'role': 'Reiri Hida', 'name': 'Rika Kinugawa'}","{'role': 'Sylvia Silkcut', 'name': 'Hina Kino'}","{'role': 'Nayuta Hida', 'name': 'Mei Satosaki'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'King Delzaine', 'name': 'Akio Ohtsuka'}","{'role': 'Alzerm Langheim', 'name': 'Juurouta Kosugi'}","{'role': 'Makiko Asanaga', 'name': 'Ryoko Nagata'}","{'role': 'Demetrio', 'name': 'Hiroki Takahashi'}","{'role': 'Eljuia', 'name': 'Kousuke Toriumi'}","{'role': 'Pascal', 'name': 'Yuu Mizushima'}","{'role': 'Iberuta', 'name': 'Tetsu Inada'}","{'role': 'Louise', 'name': 'Shizuka Itou'}","{'role': 'Alicia', 'name': 'Karen Miyama'}","{'role': 'Shun Asanaga', 'name': 'Kensho Ono'}","{'role': 'Gidoro', 'name': 'Tomoaki Maeno'}","{'role': 'Mischa', 'name': 'Aoi Yūki'}","{'role': 'Kazunobu Asanaga', 'name': 'Satoshi Mikami'}","{'role': 'Emilio Ranguhaimu', 'name': 'Toshiki Masuda'}","{'role': 'Falarion', 'name': 'Ayaka Ohashi'}","{'role': 'Felix', 'name': 'Yūma Uchida'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Yumeko Tachibana', 'name': 'Nana Mizuki'}","{'role': 'Club President', 'name': 'Kentarō Tone'}","{'role': 'Maria Imari', 'name': 'Nao Tōyama'}","{'role': 'Colette', 'name': 'Sumire Uesaka'}","{'role': 'Subaru Uchimaki', 'name': 'Yūsuke Kobayashi'}","{'role': 'Mizuki Usami', 'name': 'Ari Ozawa'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Minami Tani', 'name': 'Ibuki Kido'}","{'role': 'Fuyumi Fukagawa', 'name': 'Moe Toyota'}","{'role': 'Yū Aizawa', 'name': 'Erii Yamazaki'}","{'role': 'Noa Sakura', 'name': 'Nichika Omori'}","{'role': 'Mai Kawai', 'name': 'Madoka Asahina'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Bachroppa', 'name': 'Masayuki Omoro'}","{'role': 'Narration', 'name': 'Masayuki Omoro'}","{'role': 'Tomitte', 'name': 'Arisa Ogasawara'}","{'role': 'Nambuuko', 'name': 'Shunsuke Sakuya'}","{'role': 'Palupa', 'name': 'Youji Ueda'}","{'role': 'Giiru', 'name': 'Taiten Kusunoki'}","{'role': 'Sharisharu', 'name': 'Mariya Ise'}","{'role': 'Mumū', 'name': 'Manami Numakura'}","{'role': 'Hiiro', 'name': 'Yoshitsugu Matsuoka'}","{'role': 'Erin', 'name': 'Maaya Uchida'}","{'role': 'Salahto', 'name': 'M.A.O'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
